32.656255,32.21104,32.656255,32.656255,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0
32.656255,32.21104,32.656255,32.656255,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0
27.030787,29.07804,24.751433,20.081412,0.921429,2.079442,1.066573,1.014055,0.467341,0.388778,0.984202,4.644391,0.548408,0.107486,4.955827,0
30.944625,31.28923,30.944625,24.713224,0.5,0.693147,0.693147,0.693147,0.287682,0.693147,0.693147,1.386294,0.693147,0.510826,1.386294,0
23.945051,24.699745,23.366076,17.778827,0.684502,6.25575,3.494723,0.750306,0.007339,0.265335,3.204658,5.988961,0.549834,0.124513,6.298949,0
27.055185,27.241759,26.88719,18.471974,0.636364,1.609438,0.793231,0.74444,0.122602,0.528067,0.74444,2.995732,0.602175,0.361013,3.178054,0
26.05833,26.328832,25.453677,20.176722,0.65625,3.89182,1.791759,1.306252,0.368908,0.420733,1.654558,4.025352,0.613104,0.088293,4.189655,0
25.975499,26.637992,24.54617,18.877439,0.797101,2.302585,1.181133,0.960462,0.284104,0.336472,1.065822,3.912023,0.530628,0.05557,4.26268,0
27.305998,27.374648,27.056732,21.650028,0.588235,1.609438,0.826679,0.76214,0.105361,0.543615,0.826679,2.833213,0.635989,0.287682,2.944439,0
27.525025,27.92019,26.539201,23.125934,0.714286,1.386294,0.980829,0.93827,0.470004,0.382992,0.93827,2.70805,0.659246,0.182322,2.772589,0
26.421262,28.767544,24.555334,18.471974,0.911197,2.484907,1.09351,0.877375,0.17266,0.308615,1.046381,5.379897,0.604736,0.09531,5.56452,0
28.538367,32.21104,28.538367,28.538367,0,0.693147,0.693147,0.693147,0.405465,0.693147,0.693147,1.098612,0.693147,0.693147,1.098612,0
27.524496,29.438532,22.244735,17.778827,0.925926,2.70805,1.670682,1.260254,0.293761,0.405465,1.45001,3.806662,0.429563,0.059189,4.418841,0
25.813555,25.988496,25.313055,20.343776,0.674699,2.484907,1.572397,1.265666,0.331357,0.428996,1.408767,4.060443,0.517943,0.068993,4.442651,0
28.680554,26.17323,28.680554,28.621208,0.5,1.098612,0.916291,0.916291,0.510826,0.693147,0.916291,1.386294,0.693147,0.510826,1.386294,0
32.656255,32.21104,32.656255,32.656255,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0
27.464842,28.080479,25.264879,21.953214,0.75,1.609438,1.252763,1.252763,0.587787,0.336472,1.098612,1.609438,0.587787,0.182322,1.791759,0
22.546721,25.110329,18.877439,0,0.964173,5.327876,3.150219,0.960026,0.001053,0.009434,1.795673,3.496508,0.016711,0.003679,7.549609,1
32.656255,32.21104,32.656255,32.656255,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0
26.027487,21.851094,26.027487,26.016571,0.5,1.098612,0.916291,0.693147,0.287682,0.693147,0.916291,1.386294,0.693147,0.510826,1.386294,0
30.698339,31.041177,29.47902,28.201257,0.666667,1.386294,1.098612,0.693147,0.405465,0.223144,1.098612,1.386294,0.559616,0.223144,1.609438,0
29.840018,32.21104,29.840018,29.840018,0,0.693147,0.693147,0.693147,0.405465,0.405465,0.693147,1.098612,0.693147,0.405465,1.098612,0
22.676705,26.892777,20.823349,0,0.918971,7.159292,3.559434,2.115016,0.144274,0.05425,3.223228,8.821585,0.481457,0.01107,9.302099,0
27.248469,27.379422,26.870947,21.585489,0.625,1.386294,0.826679,0.76214,0.635989,0.635989,0.76214,2.197225,0.635989,0.287682,2.302585,0
26.499369,26.519635,26.499369,25.220734,0.5,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,1.386294,0.693147,0.510826,1.386294,0
26.823682,28.971927,25.040052,19.858268,0.924855,2.564949,1.098612,0.959042,0.234572,0.325742,1.04348,4.454347,0.397773,0.05588,5.164786,0
27.2646,32.21104,27.2646,27.2646,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,1.098612,0.693147,0.405465,1.098612,0
20.779161,20.886105,20.343776,0,0.655504,7.738924,3.12642,2.764213,0.413622,0.059142,2.575676,8.542666,0.334677,0.003482,9.465138,0
32.656255,32.21104,32.656255,32.656255,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0
26.3835,27.703594,22.278637,0,0.896552,1.609438,1.098612,0.788457,0.182322,0.125163,0.725937,1.609438,0.125163,0.09531,3.433987,0
22.693767,26.90109,20.774559,0,0.924548,6.842683,3.402724,1.358277,0.017478,0.036089,2.754913,8.459776,0.36326,0.00712,9.28517,0
27.80744,27.991638,27.309873,23.950527,0.636364,1.098612,0.847298,0.798508,0.154151,0.559616,0.847298,2.484907,0.650588,0.154151,2.564949,0
25.078237,28.09795,23.229865,0,0.9375,4.905275,2.364693,0.69799,0.003017,0.018953,1.98401,5.673323,0.256226,0.013007,6.901737,1
28.229501,28.484181,27.620279,18.471974,0.666667,1.098612,0.847298,0.693147,0.223144,0.693147,0.693147,1.386294,0.559616,0.559616,1.609438,0
32.656255,32.21104,32.656255,32.656255,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0
30.5694,31.117157,24.439402,23.57792,0.666667,0.693147,0.693147,0.693147,0.559616,0.559616,0.693147,1.386294,0.559616,0.223144,1.609438,0
21.970186,26.539219,20.417884,0,0.935902,9.945109,4.576539,2.950572,0.136879,0.028837,4.034815,9.434923,0.446861,0.003639,10.008658,0
27.42447,27.912206,26.702085,21.856364,0.75,1.609438,0.79493,0.76214,0.424883,0.632523,0.728239,2.564949,0.534082,0.057158,2.890372,0
27.612115,28.13925,26.367224,22.160853,0.692308,1.386294,0.77319,0.77319,0.405465,0.579818,0.77319,2.639057,0.65678,0.451985,2.70805,0
26.503522,26.695643,25.599266,21.730071,0.641026,1.94591,1.066351,0.906721,0.388658,0.421994,1.033015,3.610918,0.641854,0.242946,3.713572,0
32.656255,32.21104,32.656255,32.656255,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0
24.559598,25.0032,23.925156,17.778827,0.679181,4.060443,2.293453,0.708185,0.010152,0.013514,2.256065,5.638355,0.66905,0.130551,5.686975,0
22.945957,23.117797,22.451656,0,0.663272,4.276666,1.944748,1.546524,0.316602,0.172778,1.737466,6.345636,0.32644,0.020813,7.296413,0
20.761055,21.389375,19.724737,0,0.749924,7.8144,3.662449,2.962229,0.35825,0.067708,3.19335,8.920923,0.451085,0.009775,9.48296,0
32.656255,32.21104,32.656255,32.656255,0,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0
23.197896,23.674691,22.332704,0,0.722997,4.836282,1.896134,1.433206,0.085051,0.181741,1.790116,6.770789,0.564206,0.040926,7.047517,0
27.533403,29.321249,25.819274,0,0.905882,2.772589,1.098612,0.749659,0.13062,0.299243,1.075082,3.828641,0.42085,0.02299,4.465908,0
